"LOCALITY.ID","group.id","month","timegroups"
"L41632816","S220565099",3,"2019"
"L4389052","G5093542",3,"2019"
"L4417374","G5099167",3,"2019"
"L10993227","G5101540",3,"2019"
"L41632835","S220566345",3,"2019"
"L4411919","G5099151",3,"2019"
"L4388789","G5096184",3,"2019"
"L4388970","G5096168",3,"2019"
"L4497397","G5090322",3,"2019"
"L3146555","S65304904",3,"2019"
"L41632815","S220564987",3,"2019"
"L4497385","G5090317",3,"2019"
"L41632822","S220565627",3,"2019"
"L4411934","G5099152",3,"2019"
"L10993231","G5101547",3,"2019"
"L10993230","G5101542",3,"2019"
"L4389072","G5093521",3,"2019"
"L41632822","S220565626",3,"2019"
"L41632842","S220566657",3,"2019"
"L41632841","S220566628",3,"2019"
"L41632843","S220566766",3,"2019"
"L41632818","S220565364",3,"2019"
"L41632836","S220566404",3,"2019"
"L4388801","G5129565",3,"2019"
"L4414486","G5099169",3,"2019"
"L4497390","G5090318",3,"2019"
"L4388924","G5129595",3,"2019"
"L5528549","G5093529",3,"2019"
"L41632835","S220566355",3,"2019"
"L41632840","S220566485",3,"2019"
"L4388785","G5096182",3,"2019"
"L41632811","S220564772",3,"2019"
"L4388960","G5096171",3,"2019"
"L4389060","G5093528",3,"2019"
"L10951894","G5079169",3,"2019"
"L4389033","G5093563",3,"2019"
"L4388880","G5129587",3,"2019"
"L7304358","G5090366",3,"2019"
"L7022661","G5099285",3,"2019"
"L3146555","G5108022",3,"2019"
"L41632843","S220566767",3,"2019"
"L4411940","G5099153",3,"2019"
"L41632805","S220564495",3,"2019"
"L41632840","S220566495",3,"2019"
"L4388781","G5096180",3,"2019"
"L4388803","G5129568",3,"2019"
"L41632803","S220564357",3,"2019"
"L41632803","S220564403",3,"2019"
"L41632815","S220564988",3,"2019"
"L41632824","S220565787",3,"2019"
"L8166167","G5079166",3,"2019"
"L9797710","S66349645",3,"2019"
"L3198473","G5079219",3,"2019"
"L4497447","G5090325",3,"2019"
"L41632809","S220564675",3,"2019"
"L41632824","S220565782",3,"2019"
"L41632823","S220565721",3,"2019"
"L4497394","G5090321",3,"2019"
"L41632803","S220564400",3,"2019"
"L4388814","G5129577",3,"2019"
"L41632805","S220564494",3,"2019"
"L3722945","G5090362",3,"2019"
"L41632827","S220565889",3,"2019"
"L41632818","S220565358",3,"2019"
"L41632834","S220566313",3,"2019"
"L10993233","G5101549",3,"2019"
"L41632816","S220565111",3,"2019"
"L41632822","S220565644",3,"2019"
"L3722945","G5071365",3,"2019"
"L41632817","S220565209",3,"2019"
"L41632823","S220565726",3,"2019"
"L41632833","S220566253",3,"2019"
"L3722945","G5105516",3,"2019"
"L41632809","S220564673",3,"2019"
"L41632801","S220564277",3,"2019"
"L41632817","S220565216",3,"2019"
"L41632823","S220565711",3,"2019"
"L3722945","G5050476",3,"2019"
"L41632818","S220565361",3,"2019"
"L41632843","S220566769",3,"2019"
"L41632803","S220564405",3,"2019"
"L41632809","S220564672",3,"2019"
"L9797710","S66261688",3,"2019"
"L41632801","S220564221",3,"2019"
"L41632799","S220564108",3,"2019"
"L41632817","S220565208",3,"2019"
"L41632840","S220566486",3,"2019"
"L9797710","S66426560",3,"2019"
"L41632823","S220565728",3,"2019"
"L41632841","S220566626",3,"2019"
"L41632816","S220565100",3,"2019"
"L41632818","S220565251",3,"2019"
"L41632832","S220566202",3,"2019"
"L41632840","S220566488",3,"2019"
"L10675738","S65705231",3,"2019"
"L41632805","S220564492",3,"2019"
"L41632796","S220563931",3,"2019"
"L3722945","G5074450",3,"2019"
"L41632803","S220564402",3,"2019"
"L41632837","S220566438",3,"2019"
"L41632829","S220566009",3,"2019"
"L41632818","S220565363",3,"2019"
"L41632822","S220565645",3,"2019"
"L41632818","S220565362",3,"2019"
"L41632825","S220565834",3,"2019"
"L3862911","S66192692",3,"2019"
"L41632824","S220565794",3,"2019"
"L41632840","S220566480",3,"2019"
"L41632827","S220565881",3,"2019"
"L41632803","S220564401",3,"2019"
"L41632818","S220565255",3,"2019"
"L41632811","S220564801",3,"2019"
"L41632818","S220565357",3,"2019"
"L41632801","S220564282",3,"2019"
"L11023408","G10959441",3,"2019"
"L41632842","S220566654",3,"2019"
"L41632830","S220566043",3,"2019"
"L41632806","S220564541",3,"2019"
"L41632802","S220564318",3,"2019"
"L41632842","S220566653",3,"2019"
"L41632806","S220564539",3,"2019"
"L41632840","S220566478",3,"2019"
"L41632806","S220564540",3,"2019"
"L41632806","S220564538",3,"2019"
"L10988980","S65966371",3,"2019"
"L4388791","G5096185",3,"2019"
"L9797384","S65703628",3,"2019"
"L4389062","G5093527",3,"2019"
"L4651212","G5079256",3,"2019"
"L4389037","G5093561",3,"2019"
"L10009001","S65560034",3,"2019"
"L41632796","S220563933",3,"2019"
"L41632829","S220566003",3,"2019"
"L41632833","S220566226",3,"2019"
"L41632793","S220563777",3,"2019"
"L41632832","S220566181",3,"2019"
"L41632796","S220563946",3,"2019"
"L41632794","S220563812",3,"2019"
"L41632793","S220563760",3,"2019"
"L41632823","S220565705",3,"2019"
"L41632799","S220564131",3,"2019"
"L41632832","S220566179",3,"2019"
"L41632794","S220563825",3,"2019"
"L41632814","S220564970",3,"2019"
"L41632832","S220566183",3,"2019"
"L41632810","S220564724",3,"2019"
"L41632836","S220566377",3,"2019"
"L41632811","S220564773",3,"2019"
"L41632801","S220564284",3,"2019"
"L41632798","S220563982",3,"2019"
"L41632809","S220564676",3,"2019"
"L41632835","S220566336",3,"2019"
"L41632824","S220565784",3,"2019"
"L41632799","S220564134",3,"2019"
"L41632809","S220564677",3,"2019"
"L41632824","S220565796",3,"2019"
"L41632814","S220564965",3,"2019"
"L41632794","S220563821",3,"2019"
"L41632814","S220564967",3,"2019"
"L41632796","S220563940",3,"2019"
"L41632799","S220564132",3,"2019"
"L41632809","S220564678",3,"2019"
"L41632834","S220566293",3,"2019"
"L41632796","S220563948",3,"2019"
"L41632805","S220564489",3,"2019"
"L41632833","S220566239",3,"2019"
"L41632828","S220565952",3,"2019"
"L41632801","S220564275",3,"2019"
"L41632810","S220564721",3,"2019"
"L41632833","S220566250",3,"2019"
"L41632833","S220566241",3,"2019"
"L41632799","S220564133",3,"2019"
"L41632794","S220563822",3,"2019"
"L41632795","S220563889",3,"2019"
"L41632810","S220564722",3,"2019"
"L41632834","S220566294",3,"2019"
"L41632813","S220564893",3,"2019"
"L41632798","S220563981",3,"2019"
"L3861177","S65388950",3,"2019"
"L41632806","S220564536",3,"2019"
"L41632806","S220564537",3,"2019"
"L8448699","G5079171",3,"2019"
"L41632817","S220565221",3,"2019"
"L41632815","S220564996",3,"2019"
"L4388783","G5096181",3,"2019"
"L41632831","S220566130",3,"2019"
"L41632841","S220566566",3,"2019"
"L41632832","S220566187",3,"2019"
"L41632821","S220565387",3,"2019"
"L41632802","S220564309",3,"2019"
"L41632800","S220564171",3,"2019"
"L41632793","S220563756",3,"2019"
"L41632802","S220564308",3,"2019"
"L41632837","S220566427",3,"2019"
"L41632830","S220566045",3,"2019"
"L41632830","S220566046",3,"2019"
"L41632802","S220564323",3,"2019"
"L41632800","S220564183",3,"2019"
"L41632828","S220565962",3,"2019"
"L41632833","S220566247",3,"2019"
"L41632827","S220565883",3,"2019"
"L41632794","S220563818",3,"2019"
"L41632794","S220563819",3,"2019"
"L41632828","S220565960",3,"2019"
"L41632828","S220565949",3,"2019"
"L41632796","S220563949",3,"2019"
"L41632795","S220563878",3,"2019"
"L41632804","S220564449",3,"2019"
"L41632794","S220563817",3,"2019"
"L41632817","S220565207",3,"2019"
"L41632827","S220565882",3,"2019"
"L41632841","S220566563",3,"2019"
"L4388811","G5129562",3,"2019"
"L41632842","S220566658",3,"2019"
"L4388945","G5129656",3,"2019"
"L41632825","S220565836",3,"2019"
"L41632827","S220565891",3,"2019"
"L41632842","S220566656",3,"2019"
"L9797710","S66152592",3,"2019"
"L41632818","S220565250",3,"2019"
"L10037662","S65560128",3,"2019"
"L41632828","S220565951",3,"2019"
"L41632828","S220565958",3,"2019"
"L41632829","S220566013",3,"2019"
"L41632828","S220565959",3,"2019"
"L9797710","S66433650",3,"2019"
"L4388915","G5129593",3,"2019"
"L9797710","S65965398",3,"2019"
"L3722945","G5093839",3,"2019"
"L4388821","G5129580",3,"2019"
"L41632842","S220566655",3,"2019"
"L9797710","S66353816",3,"2019"
"L41632827","S220565875",3,"2019"
"L41632800","S220564172",3,"2019"
"L41632811","S220564802",3,"2019"
"L9797710","S66394672",3,"2019"
"L9797710","S66303262",3,"2019"
"L9797710","S66268980",3,"2019"
"L9797710","S65420950",3,"2019"
"L41632828","S220565957",3,"2019"
"L41632841","S220566559",3,"2019"
"L11033648","S66267146",3,"2019"
"L41632842","S220566652",3,"2019"
"L41632822","S220565625",3,"2019"
"L4389065","G5093525",3,"2019"
"L41632831","S220566137",3,"2019"
"L41632831","S220566125",3,"2019"
"L41632831","S220566138",3,"2019"
"L41632818","S220565259",3,"2019"
"L41632818","S220565360",3,"2019"
"L41632818","S220565359",3,"2019"
"L41632825","S220565839",3,"2019"
"L41632818","S220565258",3,"2019"
"L41632841","S220566556",3,"2019"
"L41632810","S220564716",3,"2019"
"L41632824","S220565783",3,"2019"
"L41632796","S220563939",3,"2019"
"L41632809","S220564669",3,"2019"
"L41632817","S220565202",3,"2019"
"L41632793","S220563748",3,"2019"
"L41632841","S220566565",3,"2019"
"L41632817","S220565201",3,"2019"
"L41632841","S220566555",3,"2019"
"L41632806","S220564550",3,"2019"
"L41632832","S220566186",3,"2019"
"L41632830","S220566049",3,"2019"
"L41632843","S220566755",3,"2019"
"L41632830","S220566048",3,"2019"
"L41632830","S220566050",3,"2019"
"L41632817","S220565203",3,"2019"
"L41632817","S220565204",3,"2019"
"L41632821","S220565386",3,"2019"
"L41632793","S220563747",3,"2019"
"L41632841","S220566558",3,"2019"
"L41632805","S220564491",3,"2019"
"L41632806","S220564547",3,"2019"
"L41632828","S220565963",3,"2019"
"L41632834","S220566295",3,"2019"
"L41632840","S220566487",3,"2019"
"L41632805","S220564488",3,"2019"
"L41632794","S220563810",3,"2019"
"L41632806","S220564548",3,"2019"
"L41632818","S220565249",3,"2019"
"L41632832","S220566201",3,"2019"
"L41632828","S220565948",3,"2019"
"L3722945","G5044192",3,"2019"
"L41632842","S220566667",3,"2019"
"L41632804","S220564438",3,"2019"
"L41632793","S220563754",3,"2019"
"L41632825","S220565837",3,"2019"
"L41632828","S220565961",3,"2019"
"L41632811","S220564771",3,"2019"
"L41632842","S220566666",3,"2019"
"L41632828","S220565955",3,"2019"
"L41632824","S220565791",3,"2019"
"L41632842","S220566718",3,"2019"
"L41632827","S220565892",3,"2019"
"L41632842","S220566665",3,"2019"
"L9797710","S66259470",3,"2019"
"L41632827","S220565890",3,"2019"
"L41632842","S220566664",3,"2019"
"L41632828","S220565953",3,"2019"
"L41632827","S220565888",3,"2019"
"L41632809","S220564666",3,"2019"
"L41632807","S220564590",3,"2019"
"L41632801","S220564281",3,"2019"
"L41632798","S220563998",3,"2019"
"L4417369","G5099166",3,"2019"
"L41632798","S220563995",3,"2019"
"L9797710","S66267668",3,"2019"
"L41632796","S220563936",3,"2019"
"L41632829","S220566000",3,"2019"
"L41632825","S220565830",3,"2019"
"L41632827","S220565880",3,"2019"
"L41632798","S220563997",3,"2019"
"L41632829","S220565999",3,"2019"
"L9797384","S66152591",3,"2019"
"L41632816","S220565098",3,"2019"
"L41632800","S220564186",3,"2019"
"L41632807","S220564591",3,"2019"
"L41632834","S220566296",3,"2019"
"L41632813","S220564895",3,"2019"
"L41632835","S220566348",3,"2019"
"L41632834","S220566290",3,"2019"
"L41632835","S220566341",3,"2019"
"L41632835","S220566343",3,"2019"
"L41632795","S220563883",3,"2019"
"L41632794","S220563830",3,"2019"
"L41632793","S220563776",3,"2019"
"L41632796","S220563945",3,"2019"
"L41632815","S220564981",3,"2019"
"L41632821","S220565592",3,"2019"
"L41632821","S220565385",3,"2019"
"L41632814","S220564938",3,"2019"
"L41632814","S220564959",3,"2019"
"L41632831","S220566128",3,"2019"
"L41632822","S220565620",3,"2019"
"L41632810","S220564725",3,"2019"
"L41632816","S220565097",3,"2019"
"L41632817","S220565213",3,"2019"
"L4497457","G5090350",3,"2019"
"L41632811","S220564803",3,"2019"
"L41632813","S220564906",3,"2019"
"L41632815","S220564984",3,"2019"
"L41632832","S220566206",3,"2019"
"L41632793","S220563775",3,"2019"
"L41632793","S220563773",3,"2019"
"L41632836","S220566393",3,"2019"
"L41632799","S220564125",3,"2019"
"L41632793","S220563753",3,"2019"
"L41632834","S220566289",3,"2019"
"L41632795","S220563879",3,"2019"
"L41632794","S220563828",3,"2019"
"L41632835","S220566331",3,"2019"
"L41632800","S220564169",3,"2019"
"L41632842","S220566651",3,"2019"
"L41632835","S220566330",3,"2019"
"L41632799","S220564112",3,"2019"
"L41632832","S220566203",3,"2019"
"L41632833","S220566235",3,"2019"
"L41632801","S220564268",3,"2019"
"L41632801","S220564220",3,"2019"
"L41632800","S220564184",3,"2019"
"L41632810","S220564726",3,"2019"
"L41632833","S220566227",3,"2019"
"L41632836","S220566395",3,"2019"
"L41632813","S220564907",3,"2019"
"L41632793","S220563752",3,"2019"
"L41632794","S220563827",3,"2019"
"L41632831","S220566144",3,"2019"
"L41632796","S220563938",3,"2019"
"L41632833","S220566228",3,"2019"
"L41632794","S220563811",3,"2019"
"L41632794","S220563826",3,"2019"
"L41632794","S220563816",3,"2019"
"L41632832","S220566200",3,"2019"
"L41632836","S220566379",3,"2019"
"L41632799","S220564120",3,"2019"
"L41632833","S220566240",3,"2019"
"L41632800","S220564182",3,"2019"
"L41632835","S220566346",3,"2019"
"L41632800","S220564178",3,"2019"
"L41632801","S220564283",3,"2019"
"L41632833","S220566238",3,"2019"
"L41632834","S220566300",3,"2019"
"L41632802","S220564311",3,"2019"
"L41632807","S220564597",3,"2019"
"L41632837","S220566443",3,"2019"
"L41632798","S220563973",3,"2019"
"L41632800","S220564176",3,"2019"
"L41632794","S220563808",3,"2019"
"L41632827","S220565893",3,"2019"
"L41632833","S220566248",3,"2019"
"L41632794","S220563815",3,"2019"
"L41632811","S220564774",3,"2019"
"L41632835","S220566332",3,"2019"
"L41632813","S220564896",3,"2019"
"L41632814","S220564979",3,"2019"
"L41632834","S220566302",3,"2019"
"L41632793","S220563774",3,"2019"
"L41632835","S220566354",3,"2019"
"L41632836","S220566380",3,"2019"
"L41632798","S220563972",3,"2019"
"L41632817","S220565214",3,"2019"
"L41632794","S220563831",3,"2019"
"L41632796","S220563944",3,"2019"
"L41632813","S220564904",3,"2019"
"L41632821","S220565388",3,"2019"
"L41632793","S220563749",3,"2019"
"L41632813","S220564908",3,"2019"
"L41632831","S220566141",3,"2019"
"L41632807","S220564588",3,"2019"
"L41632815","S220564983",3,"2019"
"L41632835","S220566329",3,"2019"
"L41632827","S220565894",3,"2019"
"L41632835","S220566349",3,"2019"
"L41632799","S220564127",3,"2019"
"L41632813","S220564897",3,"2019"
"L41632825","S220565843",3,"2019"
"L41632801","S220564263",3,"2019"
"L41632813","S220564905",3,"2019"
"L41632794","S220563809",3,"2019"
"L41632795","S220563882",3,"2019"
"L41632812","S220564846",3,"2019"
"L41632835","S220566357",3,"2019"
"L41632800","S220564181",3,"2019"
"L41632822","S220565631",3,"2019"
"L41632811","S220564770",3,"2019"
"L41632835","S220566342",3,"2019"
"L41632830","S220566042",3,"2019"
"L41632812","S220564848",3,"2019"
"L41632833","S220566231",3,"2019"
"L41632823","S220565706",3,"2019"
"L41632812","S220564847",3,"2019"
"L41632799","S220564110",3,"2019"
"L41632825","S220565831",3,"2019"
"L41632831","S220566136",3,"2019"
"L41632798","S220563996",3,"2019"
"L41632836","S220566402",3,"2019"
"L41632798","S220563991",3,"2019"
"L41632807","S220564595",3,"2019"
"L4388809","G5129573",3,"2019"
"L41632793","S220563757",3,"2019"
"L41632818","S220565257",3,"2019"
"L41632802","S220564321",3,"2019"
"L41632829","S220566012",3,"2019"
"L41632798","S220563974",3,"2019"
"L41632796","S220563927",3,"2019"
"L41632793","S220563783",3,"2019"
"L41632793","S220563759",3,"2019"
"L41632798","S220563994",3,"2019"
"L41632800","S220564177",3,"2019"
"L41632796","S220563943",3,"2019"
"L41632796","S220563928",3,"2019"
"L41632798","S220563976",3,"2019"
"L41632815","S220564986",3,"2019"
"L41632793","S220563781",3,"2019"
"L41632843","S220563762",3,"2019"
"L41632803","S220564414",3,"2019"
"L41632815","S220564985",3,"2019"
"L41632805","S220564498",3,"2019"
"L41632815","S220564997",3,"2019"
"L41632809","S220564674",3,"2019"
"L41632830","S220566056",3,"2019"
"L41632798","S220563975",3,"2019"
"L41632836","S220566396",3,"2019"
"L41632795","S220563893",3,"2019"
"L41632822","S220565641",3,"2019"
"L41632814","S220564969",3,"2019"
"L41632821","S220565591",3,"2019"
"L41632827","S220565878",3,"2019"
"L41632800","S220564173",3,"2019"
"L41632843","S220566757",3,"2019"
"L41632799","S220564116",3,"2019"
"L41632801","S220564265",3,"2019"
"L41632810","S220564728",3,"2019"
"L41632815","S220564995",3,"2019"
"L41632799","S220564111",3,"2019"
"L41632829","S220565997",3,"2019"
"L41632803","S220564409",3,"2019"
"L41632793","S220563758",3,"2019"
"L41632809","S220564671",3,"2019"
"L41632796","S220563926",3,"2019"
"L41632825","S220565833",3,"2019"
"L41632833","S220566252",3,"2019"
"L41632818","S220565254",3,"2019"
"L41632823","S220565723",3,"2019"
"L41632837","S220566432",3,"2019"
"L41632825","S220565835",3,"2019"
"L41632811","S220564804",3,"2019"
"L41632799","S220564117",3,"2019"
"L41632799","S220564115",3,"2019"
"L41632821","S220565584",3,"2019"
"L41632796","S220563930",3,"2019"
"L41632822","S220565640",3,"2019"
"L41632799","S220564128",3,"2019"
"L41632837","S220566434",3,"2019"
"L41632837","S220566430",3,"2019"
"L10009001","S65706764",3,"2019"
"L41632821","S220565589",3,"2019"
"L41632836","S220566401",3,"2019"
"L41632835","S220566339",3,"2019"
"L41632832","S220566205",3,"2019"
"L41632833","S220566254",3,"2019"
"L41632803","S220564410",3,"2019"
"L41632806","S220564549",3,"2019"
"L41632806","S220564542",3,"2019"
"L41632807","S220564596",3,"2019"
"L41632837","S220566437",3,"2019"
"L9797710","S66296467",3,"2019"
"L41632837","S220566440",3,"2019"
"L41632807","S220564602",3,"2019"
"L41632798","S220563971",3,"2019"
"L41632803","S220564412",3,"2019"
"L4389077","G5093519",3,"2019"
"L9797710","S66386313",3,"2019"
"L41632830","S220566047",3,"2019"
"L41632828","S220565950",3,"2019"
"L41632821","S220565391",3,"2019"
"L41632825","S220565844",3,"2019"
"L41632830","S220566054",3,"2019"
"L41632806","S220564535",3,"2019"
"L41632840","S220566481",3,"2019"
"L41632822","S220565639",3,"2019"
"L41632800","S220564191",3,"2019"
"L41632800","S220564175",3,"2019"
"L41632804","S220564440",3,"2019"
"L41632802","S220564315",3,"2019"
"L41632821","S220565595",3,"2019"
"L41632803","S220564413",3,"2019"
"L41632837","S220566442",3,"2019"
"L41632810","S220564727",3,"2019"
"L41632805","S220564490",3,"2019"
"L41632818","S220565256",3,"2019"
"L41632807","S220564599",3,"2019"
"L41632825","S220565840",3,"2019"
"L41632840","S220566477",3,"2019"
"L41632814","S220564964",3,"2019"
"L41632837","S220566436",3,"2019"
"L41632802","S220564316",3,"2019"
"L41632827","S220565886",3,"2019"
"L41632825","S220565841",3,"2019"
"L41632840","S220566479",3,"2019"
"L41632803","S220564411",3,"2019"
"L4414576","G5099164",3,"2019"
"L41632827","S220565879",3,"2019"
"L41632802","S220564310",3,"2019"
"L41632802","S220564319",3,"2019"
"L41632824","S220565788",3,"2019"
"L41632822","S220565630",3,"2019"
"L41632840","S220566496",3,"2019"
"L41632803","S220564408",3,"2019"
"L41632802","S220564322",3,"2019"
"L41632821","S220565590",3,"2019"
"L41632802","S220564313",3,"2019"
"L41632823","S220565712",3,"2019"
"L41632804","S220564439",3,"2019"
"L41632822","S220565624",3,"2019"
"L41632802","S220564314",3,"2019"
"L41632802","S220564312",3,"2019"
"L41632823","S220565722",3,"2019"
"L41632834","S220566315",3,"2019"
"L41632793","S220563780",3,"2019"
"L41632822","S220565681",3,"2019"
"L4190200","S65419324",3,"2019"
"L10009001","S65607471",3,"2019"
"L41632805","S220564493",3,"2019"
"L41632824","S220565785",3,"2019"
"L4388813","G5129575",3,"2019"
"L41632840","S220566493",3,"2019"
"L41632840","S220566494",3,"2019"
"L41632798","S220563980",3,"2019"
"L10896268","S66295353",3,"2019"
"L41632828","S220565954",3,"2019"
"L41632806","S220564534",3,"2019"
